YEAR,person,Male,Female,growthinpopulation,urban,Personlit_rate,Mlit_Rate,Flit_Rate,Totalworkers,Mainworkers,Marginal workers,Nonworkers,religion1 population,Religion2 Population,religion3poulation,inhabitadevillages,drinkingwater,electricity,primary school,state,District,MURDER,ATTEMPT TO MURDER,RAPE,CUSTODIAL RAPE,OTHER RAPE,KIDNAPPING & ABDUCTION,KIDNAPPING AND ABDUCTION OF WOMEN AND GIRLS,KIDNAPPING AND ABDUCTION OF OTHERS,DOWRY DEATHS,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,INSULT TO MODESTY OF WOMEN,CRUELTY BY HUSBAND OR HIS RELATIVES,IMPORTATION OF GIRLS FROM FOREIGN COUNTRIES,rural,Religion1,Religion2,religion3name,Medical facility
2005.0,307868,159095,148773,10.79,935.0,60.93,70.17,50.99,126761,92570,34191,181107,257834,28180,14848,148.0,148.0,108.0,138.0,tripura,dhalai,12.0,5,15,0.0,15.0,21,8,13,1,13,0,29,0,289001.0,1.Hindus,2.Buddhists,3.Christians,58.0
2005.0,900635,506938,393697,40.33,777.0,81.94,86.14,76.47,340422,328989,11433,560213,707978,145175,35548,23.0,23.0,23.0,18.0,chandigarh,chandigarh,18.0,15,33,0.0,33.0,54,45,9,3,31,9,75,0,92120.0,1.Hindus,2.Sikhs,3.Muslims,18.0
2006.0,1647201,848578,798623,18.53,941.0,56.24,64.83,47.07,517088,408537,108551,1130113,977943,662066,5267,1050.0,1050.0,775.0,967.0,assam,barpeta,57.0,3,58,0.0,58.0,75,70,5,4,18,0,116,0,1520333.0,1.Hindus,2.Muslims,3.Christians,430.0
2006.0,904835,465240,439595,12.23,945.0,59.33,67.67,50.44,293243,233087,60156,611592,535464,348573,18728,881.0,881.0,607.0,805.0,assam,bongaigaon,15.0,1,13,0.0,13.0,19,19,0,0,20,0,28,0,795053.0,1.Hindus,2.Muslims,3.Christians,112.0
2006.0,1444921,743042,701879,18.66,945.0,67.82,75.73,59.41,465734,364814,100920,979187,886761,522051,31306,1020.0,1020.0,741.0,902.0,assam,cachar,58.0,18,60,0.0,60.0,129,105,24,5,181,0,306,0,1243534.0,1.Hindus,2.Muslims,3.Christians,134.0
2006.0,1504320,773861,730459,15.79,944.0,55.44,63.91,46.4,527993,404428,123565,976327,868532,534658,97306,1319.0,1319.0,1032.0,1246.0,assam,darrang,25.0,14,70,0.0,70.0,53,46,7,2,109,0,75,0,1429492.0,1.Hindus,2.Muslims,3.Christians,356.0
2006.0,571944,294643,277301,18.93,941.0,64.48,74.41,53.86,250146,155431,94715,321798,548780,10533,6390,1236.0,1236.0,253.0,1068.0,assam,dhemaji,23.0,33,58,0.0,58.0,45,30,15,1,28,0,94,0,533112.0,1.Hindus,2.Muslims,3.Christians,83.0
2006.0,1637344,841044,796300,23.42,947.0,48.21,55.91,40.04,470360,399201,71159,1166984,1216455,405065,12477,1261.0,1261.0,904.0,1138.0,assam,dhubri,40.0,37,115,0.0,115.0,118,94,24,7,132,0,217,0,1444901.0,1.Hindus,2.Muslims,3.Christians,374.0
2006.0,1185072,613555,571517,12.43,931.0,68.96,77.3,59.95,472419,342708,129711,712653,1075878,53306,45040,1309.0,1309.0,1195.0,1169.0,assam,dibrugarh,104.0,25,53,0.0,53.0,65,56,9,4,48,0,44,0,956634.0,1.Hindus,2.Muslims,3.Christians,263.0
2006.0,822035,420251,401784,23.07,956.0,58.03,64.86,50.85,273925,209928,63997,548110,441516,314157,64662,761.0,761.0,689.0,723.0,assam,goalpara,23.0,9,55,0.0,55.0,40,35,5,4,45,0,151,0,755133.0,1.Hindus,2.Muslims,3.Christians,243.0
2006.0,946279,490286,455993,14.21,930.0,69.38,77.14,60.99,388640,269896,118744,557639,813263,74808,52277,1066.0,1066.0,595.0,769.0,assam,golaghat,72.0,24,63,0.0,63.0,91,70,21,1,44,0,76,0,865141.0,1.Hindus,2.Muslims,3.Christians,87.0
2006.0,542872,280513,262359,20.92,935.0,59.64,68.24,50.46,179881,138216,41665,362991,312849,223191,5424,327.0,327.0,268.0,308.0,assam,hailakandi,18.0,1,23,0.0,23.0,56,48,8,1,9,0,49,0,498787.0,1.Hindus,2.Muslims,3.Christians,110.0
2006.0,999221,517015,482206,15.84,933.0,76.34,83.62,68.49,414348,285092,129256,584873,927858,47658,18610,787.0,787.0,650.0,717.0,assam,jorhat,37.0,6,30,0.0,30.0,54,52,2,0,40,0,56,0,827901.0,1.Hindus,2.Muslims,3.Christians,215.0
2006.0,2522324,1326981,1195343,25.75,901.0,74.16,81.16,66.31,842253,697810,144443,1680071,1836153,625002,44257,1342.0,1342.0,1042.0,1190.0,assam,kamrup,43.0,3,37,0.0,37.0,80,60,20,10,58,0,115,0,1614107.0,1.Hindus,2.Muslims,3.Christians,468.0
2006.0,1007976,517680,490296,21.35,947.0,66.24,74.69,57.28,303294,235016,68278,704682,527214,470708,8746,915.0,915.0,639.0,865.0,assam,karimganj,38.0,22,44,0.0,44.0,46,46,0,4,3,0,74,0,934126.0,1.Hindus,2.Muslims,3.Christians,224.0
2006.0,905764,466191,439573,15.05,943.0,51.63,60.32,42.4,334849,234771,100078,570915,594168,184441,124270,951.0,951.0,704.0,906.0,assam,kokrajhar,38.0,14,29,0.0,29.0,47,39,8,14,26,0,69,0,841823.0,1.Hindus,2.Muslims,3.Christians,211.0
2006.0,889010,455691,433319,18.34,951.0,68.56,77.06,59.59,497745,288052,209693,391265,702881,143505,36667,1139.0,1139.0,680.0,1046.0,assam,lakhimpur,43.0,4,79,0.0,79.0,96,93,3,6,38,0,110,0,823857.0,1.Hindus,2.Muslims,3.Christians,211.0
2006.0,2314629,1190950,1123679,22.3,944.0,61.73,68.27,54.74,727641,566195,161446,1586988,1180267,1106354,21473,1375.0,1374.0,1190.0,1257.0,assam,nagaon,83.0,33,133,0.0,133.0,179,177,2,8,10,10,278,0,2036342.0,1.Hindus,2.Muslims,3.Christians,480.0
2006.0,1148824,592375,556449,11.98,939.0,67.23,76.56,57.26,383932,291665,92267,764892,873749,253842,18495,798.0,798.0,733.0,769.0,assam,nalbari,24.0,21,17,0.0,17.0,33,26,7,1,32,0,24,0,1121338.0,1.Hindus,2.Muslims,3.Christians,179.0
2006.0,1051736,545476,506260,15.95,928.0,74.47,81.53,66.81,430523,287319,143204,621213,927706,85761,28488,866.0,866.0,772.0,825.0,assam,sibsagar,77.0,30,54,0.0,54.0,79,79,0,3,65,0,133,0,954557.0,1.Hindus,2.Muslims,3.Christians,317.0
2006.0,1681513,871568,809945,17.8,929.0,59.0,67.54,49.73,634723,465283,169440,1046790,1287646,268078,115623,1784.0,1784.0,1331.0,1372.0,assam,sonitpur,88.0,16,56,0.0,56.0,108,105,3,7,7,0,155,0,1505719.0,1.Hindus,2.Muslims,3.Christians,235.0
2006.0,1150062,601099,548963,19.52,913.0,60.95,70.15,50.78,466351,349847,116504,683711,1029142,62403,40000,1107.0,1107.0,871.0,936.0,assam,tinsukia,48.0,13,23,0.0,23.0,57,38,19,3,20,0,47,0,926105.0,1.Hindus,2.Muslims,3.Christians,198.0
2006.0,2158608,1128105,1030503,31.84,913.0,35.01,46.38,22.37,853445,657446,195999,1305163,1263766,887972,2504,713.0,713.0,129.0,552.0,bihar,araria,63.0,37,42,0.0,42.0,104,12,92,19,10,0,52,0,2026257.0,1.Hindus,2.Muslims,3.Jains,60.0
2006.0,2013055,1040945,972110,30.19,934.0,57.03,71.13,41.9,671011,476390,194621,1342044,1814612,196030,1161,1739.0,1739.0,527.0,1148.0,bihar,aurangabad,82.0,175,18,0.0,18.0,42,41,1,23,5,0,35,0,1842998.0,1.Hindus,2.Muslims,3.Religion not stated,270.0
2006.0,2349366,1228874,1120492,29.11,912.0,47.98,59.13,35.64,746075,571564,174511,1603291,2033039,313713,1224,729.0,729.0,457.0,503.0,bihar,begusarai,111.0,225,23,0.0,23.0,69,41,28,36,16,0,55,0,2241743.0,1.Hindus,2.Muslims,3.Religion not stated,167.0
2006.0,2423172,1291658,1131514,27.24,876.0,49.5,59.22,38.13,855345,580731,274614,1567827,1990976,423246,1853,935.0,935.0,445.0,642.0,bihar,bhagalpur,119.0,94,43,0.0,43.0,83,44,39,19,19,1,22,0,1970745.0,1.Hindus,2.Muslims,3.Christians,229.0
2006.0,2243144,1179611,1063533,24.58,902.0,58.96,74.29,41.8,653811,491916,161895,1589333,2076589,163193,913,999.0,999.0,247.0,885.0,bihar,bhojpur,127.0,235,17,0.0,17.0,57,34,23,26,18,0,81,0,1930730.0,1.Hindus,2.Muslims,3.Religion not stated,133.0
2006.0,3295789,1722189,1573600,30.85,914.0,44.33,56.72,30.78,1028558,761464,267094,2267231,2543284,748971,2245,1083.0,1083.0,490.0,850.0,bihar,darbhanga,70.0,74,74,0.0,74.0,68,17,51,33,54,3,76,4,3028441.0,1.Hindus,2.Muslims,3.Religion not stated,271.0
2006.0,3473428,1792163,1681265,30.19,938.0,50.45,63.27,36.66,1277639,994459,283180,2195789,3063841,403439,1622,2680.0,2680.0,539.0,1635.0,bihar,gaya,158.0,178,25,0.0,25.0,68,50,18,168,0,0,9,0,2997479.0,1.Hindus,2.Muslims,3.Religion not stated,278.0
2006.0,2152638,1075710,1076928,26.11,1001.0,47.48,62.96,32.16,641672,466811,174861,1510966,1784275,367219,850,1383.0,1383.0,439.0,866.0,bihar,gopalganj,72.0,46,23,0.0,23.0,55,34,21,32,16,0,94,0,2022048.0,1.Hindus,2.Muslims,3.Religion not stated,261.0
2006.0,1514315,784946,729369,28.64,929.0,55.26,70.07,39.37,580905,422789,158116,933410,1389053,124149,743,856.0,856.0,219.0,672.0,bihar,jehanabad,39.0,14,10,0.0,10.0,20,1,19,15,5,0,5,0,1402703.0,1.Hindus,2.Muslims,3.Religion not stated,123.0
2006.0,2392638,1246872,1145766,30.91,919.0,35.09,45.31,23.8,898326,664259,234067,1494312,1363523,1017495,4994,1290.0,1290.0,277.0,785.0,bihar,katihar,59.0,46,82,0.0,82.0,57,31,26,35,33,6,29,0,2174361.0,1.Hindus,2.Muslims,3.Christians,248.0
2006.0,1280354,679267,601087,29.32,885.0,41.35,51.82,29.35,467240,333262,133978,813114,1147346,131441,546,241.0,241.0,114.0,220.0,bihar,khagaria,53.0,148,22,0.0,22.0,47,0,47,15,6,0,12,0,1204027.0,1.Hindus,2.Muslims,3.Others,124.0
2006.0,1296348,669552,626796,31.5,936.0,31.09,42.71,18.63,417151,359819,57332,879197,876105,412995,2856,730.0,730.0,116.0,442.0,bihar,kishanganj,20.0,3,81,0.0,81.0,84,69,15,9,0,0,57,0,1167340.0,1.Muslims,2.Hindus,3.Christians,120.0
2006.0,1526646,797180,729466,29.45,915.0,36.07,48.8,22.11,683976,498367,185609,842670,1351978,173605,494,384.0,384.0,168.0,311.0,bihar,madhepura,60.0,24,10,0.0,10.0,16,10,6,12,4,0,7,0,1458679.0,1.Hindus,2.Muslims,3.Religion not stated,141.0
2006.0,3575281,1840997,1734284,26.08,942.0,41.97,56.79,26.25,1227723,877412,350311,2347558,2930501,641579,1477,1034.0,1034.0,437.0,901.0,bihar,madhubani,62.0,89,58,0.0,58.0,76,12,64,10,14,0,14,0,3450736.0,1.Hindus,2.Muslims,3.Religion not stated,232.0
2006.0,1137797,607730,530067,20.34,872.0,59.47,69.89,47.4,331451,233688,97763,806346,1045233,89791,1135,525.0,525.0,321.0,382.0,bihar,munger,73.0,35,13,0.0,13.0,53,0,53,7,10,0,40,0,819950.0,1.Hindus,2.Muslims,3.Christians,149.0
2006.0,3746714,1951466,1795248,26.74,920.0,47.95,59.1,35.81,1139830,895830,244000,2606884,3168225,573951,2104,1725.0,1725.0,1021.0,1423.0,bihar,muzaffarpur,134.0,24,48,0.0,48.0,148,23,125,65,7,0,75,0,3398361.0,1.Hindus,2.Muslims,3.Religion not stated,526.0
2006.0,2370528,1238599,1131929,18.64,914.0,53.19,66.44,38.58,903144,700007,203137,1467384,2191552,176871,888,1000.0,1000.0,366.0,879.0,bihar,nalanda,143.0,91,31,0.0,31.0,76,35,41,63,45,0,90,0,2016899.0,1.Hindus,2.Muslims,3.Religion not stated,198.0
2006.0,4718592,2519942,2198650,30.17,873.0,62.92,73.34,50.83,1425647,1161984,263663,3292945,4333556,366164,8951,1288.0,1288.0,615.0,1199.0,bihar,patna,338.0,88,54,0.0,54.0,309,84,225,54,13,2,239,0,2757060.0,1.Hindus,2.Muslims,3.Christians,390.0
2006.0,2450748,1283485,1167263,27.71,909.0,61.29,75.31,45.71,744183,544731,199452,1706565,2199049,246760,2549,1710.0,1710.0,493.0,1185.0,bihar,rohtas,102.0,88,17,0.0,17.0,45,20,25,36,9,0,25,0,2123942.0,1.Hindus,2.Muslims,3.Sikhs,153.0
2006.0,1508182,789432,718750,33.03,910.0,39.08,51.66,25.27,589467,411566,177901,918715,1289364,217922,437,441.0,441.0,127.0,374.0,bihar,saharsa,44.0,97,33,0.0,33.0,41,4,37,12,21,0,24,0,1383015.0,1.Hindus,2.Muslims,3.Christians,63.0
2006.0,3394793,1760692,1634101,25.63,928.0,45.13,57.59,31.67,1071974,843356,228618,2322819,3035755,355897,1432,1122.0,1122.0,674.0,878.0,bihar,samastipur,102.0,195,53,0.0,53.0,109,11,98,47,11,5,33,27,3271338.0,1.Hindus,2.Muslims,3.Religion not stated,195.0
2006.0,3248701,1652661,1596040,26.37,966.0,51.8,67.3,35.82,860940,644618,216322,2387761,2909213,337767,758,1566.0,1566.0,544.0,1213.0,bihar,saran,134.0,290,48,0.0,48.0,104,70,34,74,49,0,102,0,2950064.0,1.Hindus,2.Muslims,3.Religion not stated,342.0
2006.0,2682720,1417611,1265109,32.58,892.0,38.46,49.36,26.13,855156,714136,141020,1827564,2111476,568992,1237,802.0,802.0,302.0,709.0,bihar,sitamarhi,45.0,30,27,0.0,27.0,61,45,16,13,19,2,76,1,2529407.0,1.Hindus,2.Muslims,3.Religion not stated,216.0
2006.0,2714349,1336283,1378066,24.78,1031.0,51.65,67.26,36.88,730437,511578,218859,1983912,2218632,494176,899,1438.0,1438.0,441.0,1119.0,bihar,siwan,93.0,72,18,0.0,18.0,103,88,15,41,12,1,75,0,2564860.0,1.Hindus,2.Muslims,3.Religion not stated,254.0
2006.0,2718421,1415603,1302818,26.39,920.0,50.49,63.23,36.58,782717,624452,158265,1935704,2457636,259158,922,1414.0,1414.0,970.0,929.0,bihar,vaishali,99.0,39,14,0.0,14.0,101,49,52,77,7,0,43,0,2531766.0,1.Hindus,2.Muslims,3.Religion not stated,154.0
2006.0,1998355,1013875,984480,17.59,971.0,63.51,78.43,48.17,857577,630504,227073,1140778,1904580,45342,19325,1579.0,1545.0,1494.0,1426.0,chhattisgarh,bilaspur,95.0,62,68,0.0,68.0,27,27,0,23,192,13,120,0,1511661.0,1.Hindus,2.Muslims,3.Others,452.0
2006.0,2810436,1417893,1392543,16.88,982.0,75.62,86.43,64.64,1162833,965624,197209,1647603,2654202,70398,23399,1776.0,1762.0,1737.0,1698.0,chhattisgarh,durg,71.0,54,108,0.0,108.0,33,18,15,19,241,27,102,0,1738127.0,1.Hindus,2.Muslims,3.Sikhs,669.0
2006.0,1265529,634597,630932,18.68,994.0,70.16,82.7,57.62,601564,430725,170839,663965,1212180,36098,12637,1433.0,1410.0,1385.0,1350.0,chhattisgarh,raigarh,54.0,21,38,0.0,38.0,7,7,0,4,92,9,22,0,1096073.0,1.Hindus,2.Christians,3.Muslims,279.0
2006.0,3016930,1523925,1493005,18.97,980.0,68.51,81.97,54.81,1264663,961507,303156,1752267,2881933,77963,16857,2124.0,2101.0,1955.0,1987.0,chhattisgarh,raipur,106.0,66,130,0.0,130.0,54,42,12,25,228,34,98,0,2099312.0,1.Hindus,2.Muslims,3.Christians,696.0
2006.0,1283224,634342,648882,17.7,1023.0,77.21,87.17,67.55,649401,558996,90405,633823,1215492,28020,21035,1605.0,1595.0,1550.0,1484.0,chhattisgarh,rajnandgaon,50.0,31,69,0.0,69.0,10,9,1,5,83,7,40,1,1051577.0,1.Hindus,2.Buddhists,3.Muslims,343.0
2006.0,1393918,701593,692325,6.45,987.0,66.09,76.44,55.78,600819,470043,130776,793099,1307460,83077,2309,615.0,614.0,615.0,614.0,gujarat,amreli,20.0,11,15,0.0,15.0,31,30,1,3,20,0,112,0,1080960.0,1.Hindus,2.Muslims,3.Jains,383.0
2006.0,1856872,972000,884872,13.03,910.0,74.51,86.09,61.94,784711,617669,167042,1072161,1616127,199263,29461,350.0,350.0,350.0,350.0,gujarat,anand,26.0,6,14,0.0,14.0,33,30,3,0,30,5,141,0,1348901.0,1.Hindus,2.Muslims,3.Christians,301.0
2006.0,1370656,713676,656980,19.32,921.0,74.41,82.98,65.11,570693,469551,101142,799963,1059796,293459,8824,657.0,657.0,656.0,644.0,gujarat,bharuch,37.0,9,7,0.0,7.0,7,6,1,0,8,0,66,0,1018096.0,1.Hindus,2.Muslims,3.Christians,403.0
2006.0,2469630,1274920,1194710,19.29,937.0,66.2,78.02,53.73,944559,781166,163393,1525071,2264062,172740,28921,790.0,790.0,789.0,786.0,gujarat,bhavnagar,59.0,40,26,0.0,26.0,128,116,12,7,101,61,285,0,1534592.0,1.Hindus,2.Muslims,3.Jains,526.0
2006.0,1334455,697999,636456,23.88,912.0,76.59,87.74,64.58,554336,467413,86923,780119,1269766,50559,7769,291.0,291.0,291.0,290.0,gujarat,gandhinagar,23.0,13,14,0.0,14.0,24,20,4,0,17,6,119,0,867195.0,1.Hindus,2.Muslims,3.Jains,244.0
2006.0,1904278,981320,922958,22.39,941.0,66.48,76.25,56.18,734382,624057,110325,1169896,1605941,270223,21907,698.0,695.0,666.0,666.0,gujarat,jamnagar,29.0,11,13,0.0,13.0,21,18,3,0,14,11,206,0,1068022.0,1.Hindus,2.Muslims,3.Jains,286.0
2006.0,2448173,1252350,1195823,17.08,955.0,67.78,78.74,56.43,1000842,785530,215312,1447331,2165734,274481,4291,923.0,922.0,901.0,858.0,gujarat,junagadh,54.0,19,6,0.0,6.0,52,44,8,3,38,4,415,0,1736645.0,1.Hindus,2.Muslims,3.Jains,803.0
2006.0,514404,263986,250418,14.4,949.0,59.86,72.44,46.61,259116,176372,82744,255288,482552,20429,5122,552.0,552.0,530.0,515.0,gujarat,narmada,11.0,8,2,0.0,2.0,6,6,0,0,6,0,10,0,462298.0,1.Hindus,2.Muslims,3.Christians,324.0
2006.0,1229463,628988,600475,13.22,955.0,75.83,82.77,68.61,545215,457002,88213,684248,1135525,69972,13575,374.0,374.0,374.0,368.0,gujarat,navsari,16.0,6,2,0.0,2.0,8,7,1,0,4,0,38,0,893110.0,1.Hindus,2.Muslims,3.Jains,268.0
2006.0,1182709,612100,570609,14.08,932.0,60.36,73.63,46.33,533078,395470,137608,649631,1057013,119748,5136,517.0,516.0,517.0,514.0,gujarat,patan,14.0,9,10,0.0,10.0,13,11,2,0,25,0,147,0,944281.0,1.Hindus,2.Muslims,3.Jains,265.0
2006.0,536835,275821,261014,14.35,946.0,68.62,78.36,58.42,215134,173594,41540,321701,507176,28404,589,182.0,182.0,155.0,156.0,gujarat,porbandar,9.0,5,2,0.0,2.0,7,6,1,1,1,0,45,0,275460.0,1.Hindus,2.Muslims,3.Jains,130.0
2006.0,1515148,787650,727498,25.34,924.0,61.61,74.19,48.1,647609,512038,135571,867539,1392451,97846,22721,650.0,649.0,650.0,648.0,gujarat,surendranagar,30.0,15,17,0.0,17.0,23,20,3,1,34,2,81,0,1112700.0,1.Hindus,2.Muslims,3.Jains,170.0
2006.0,1410553,734799,675754,29.66,920.0,69.15,77.9,59.62,650257,503333,146924,760296,1300005,66440,15399,450.0,450.0,425.0,449.0,gujarat,valsad,43.0,17,1,0.0,1.0,18,12,6,0,10,0,32,0,1029392.0,1.Hindus,2.Muslims,3.Christians,303.0
2006.0,1014411,542977,471434,25.69,868.0,75.31,82.31,67.39,324521,275648,48873,689890,856193,132463,17263,482.0,482.0,479.0,432.0,haryana,ambala,39.0,12,19,0.0,19.0,22,16,6,9,26,27,174,0,657383.0,1.Hindus,2.Sikhs,3.Muslims,204.0
2006.0,1425022,758253,666769,22.45,879.0,67.45,80.26,53.0,609320,425210,184110,815702,1407363,12740,2542,437.0,437.0,437.0,429.0,haryana,bhiwani,45.0,29,35,0.0,35.0,34,26,8,19,38,8,100,0,1154629.0,1.Hindus,2.Muslims,3.Sikhs,252.0
2006.0,2194586,1193063,1001523,48.47,839.0,70.03,81.52,56.31,785762,609663,176099,1408824,1896698,247293,36005,413.0,413.0,413.0,376.0,haryana,faridabad,58.0,45,40,0.0,40.0,86,66,20,14,35,144,146,0,973242.0,1.Hindus,2.Muslims,3.Sikhs,188.0
2006.0,1660289,886451,773838,44.64,873.0,62.91,76.17,47.78,629658,464644,165014,1030631,1026542,617918,6672,694.0,694.0,693.0,642.0,haryana,gurgaon,93.0,63,30,0.0,30.0,70,51,19,20,32,56,89,0,1291285.0,1.Hindus,2.Muslims,3.Sikhs,203.0
2006.0,1189827,642282,547545,21.35,852.0,62.12,73.82,48.51,521946,372049,149897,667881,1134539,29159,20618,306.0,306.0,306.0,300.0,haryana,jind,42.0,27,32,0.0,32.0,15,7,8,13,17,12,53,0,948250.0,1.Hindus,2.Sikhs,3.Muslims,247.0
2006.0,946131,510513,435618,20.95,853.0,59.02,69.15,47.31,372011,268127,103884,574120,848765,88700,6777,270.0,270.0,270.0,261.0,haryana,kaithal,24.0,11,25,0.0,25.0,14,6,8,9,14,0,149,0,762649.0,1.Hindus,2.Sikhs,3.Muslims,160.0
2006.0,1274183,683368,590815,23.13,865.0,67.74,76.29,57.97,455455,355466,99989,818728,1125279,123160,22614,422.0,422.0,422.0,385.0,haryana,karnal,32.0,29,51,0.0,51.0,40,23,17,13,35,1,214,0,936341.0,1.Hindus,2.Sikhs,3.Muslims,186.0
2006.0,825454,442328,383126,23.72,866.0,69.88,78.06,60.61,308392,250596,57796,517062,675381,135545,12028,407.0,402.0,406.0,385.0,haryana,kurukshetra,24.0,19,34,0.0,34.0,24,15,9,5,10,37,116,0,609943.0,1.Hindus,2.Sikhs,3.Muslims,179.0
2006.0,812521,423578,388943,19.09,918.0,69.89,84.72,54.08,351864,204704,147160,460657,805991,3434,2026,368.0,368.0,368.0,350.0,haryana,mahendragarh,28.0,12,17,0.0,17.0,26,16,10,10,32,0,41,0,702885.0,1.Hindus,2.Muslims,3.Sikhs,190.0
2006.0,967449,528860,438589,38.57,829.0,69.17,78.5,57.97,382801,289013,93788,584648,873593,59696,27437,179.0,179.0,179.0,168.0,haryana,panipat,46.0,25,65,0.0,65.0,46,29,17,19,18,13,104,0,575369.0,1.Hindus,2.Muslims,3.Sikhs,116.0
2006.0,765351,403034,362317,25.24,899.0,75.25,88.45,60.83,333622,204855,128767,431729,758328,3194,1668,397.0,397.0,397.0,379.0,haryana,rewari,32.0,26,21,0.0,21.0,15,9,6,4,23,0,51,0,629177.0,1.Hindus,2.Muslims,3.Sikhs,175.0
2006.0,940128,509038,431090,20.99,847.0,73.72,83.23,62.59,371073,288225,82848,569055,924541,5665,5079,146.0,146.0,146.0,130.0,haryana,rohtak,62.0,36,34,0.0,34.0,23,17,6,22,13,29,80,0,610524.0,1.Hindus,2.Muslims,3.Sikhs,118.0
2006.0,1116649,593245,523404,22.96,882.0,60.55,70.05,49.93,475571,363946,111625,641078,801747,302942,7056,321.0,321.0,318.0,312.0,haryana,sirsa,37.0,28,18,0.0,18.0,11,2,9,4,14,0,129,0,823184.0,1.Hindus,2.Sikhs,3.Muslims,197.0
2006.0,1279175,695723,583452,22.36,839.0,72.79,83.06,60.68,523031,383449,139582,756144,1234225,31954,6729,323.0,323.0,323.0,316.0,haryana,sonipat,69.0,39,31,0.0,31.0,67,49,18,26,46,28,165,0,957800.0,1.Hindus,2.Muslims,3.Jains,248.0
2006.0,1041630,559444,482186,21.84,862.0,71.63,78.82,63.39,336533,280728,55805,705097,849255,104073,83524,613.0,613.0,607.0,483.0,haryana,yamunanagar,27.0,17,28,0.0,28.0,28,24,4,8,19,0,110,0,648608.0,1.Hindus,2.Muslims,3.Sikhs,248.0
2006.0,1165390,608878,556512,24.46,914.0,50.09,66.38,31.99,432714,283711,149003,732676,910409,221705,27263,2356.0,2356.0,289.0,768.0,jharkhand,deoghar,33.0,6,33,0.0,33.0,8,4,4,19,4,14,27,0,1005539.0,1.Hindus,2.Muslims,3.Others,94.0
2006.0,2397102,1278946,1118156,22.82,874.0,67.0,79.54,52.43,664058,492501,171557,1733044,1944757,364807,61505,1121.0,1121.0,503.0,708.0,jharkhand,dhanbad,86.0,64,37,0.0,37.0,65,58,7,32,28,14,31,0,1141744.0,1.Hindus,2.Muslims,3.Others,154.0
2006.0,1759602,897364,862238,17.31,961.0,47.94,62.86,32.35,778378,470354,308024,981224,1323468,203741,170201,3737.0,3737.0,213.0,1732.0,jharkhand,dumka,50.0,18,55,0.0,55.0,28,27,1,7,46,0,30,1,1644690.0,1.Hindus,2.Muslims,3.Others,312.0
2006.0,1904430,960679,943751,27.09,982.0,44.5,62.09,26.62,644644,340925,303719,1259786,1475201,383253,30778,2532.0,2532.0,481.0,1232.0,jharkhand,giridih,56.0,145,56,0.0,56.0,35,18,17,39,65,0,68,0,1782066.0,1.Hindus,2.Muslims,3.Others,229.0
2006.0,1047939,544043,503896,21.61,926.0,43.13,57.52,27.39,421941,238694,183247,625998,745237,210734,68055,1633.0,1633.0,257.0,892.0,jharkhand,godda,40.0,79,33,0.0,33.0,25,0,25,8,16,0,47,0,1010931.0,1.Hindus,2.Muslims,3.Others,141.0
2006.0,1346767,675769,670998,16.6,993.0,51.74,63.5,39.95,658921,446953,211968,687846,440373,425107,419004,1393.0,1393.0,92.0,1015.0,jharkhand,gumla,126.0,58,55,0.0,55.0,26,23,3,1,12,0,12,0,1273025.0,1.Hindus,2.Christians,3.Others,365.0
2006.0,2277475,1167793,1109682,24.02,950.0,57.74,71.81,42.87,790049,532895,257154,1487426,1870586,337117,36789,1543.0,1543.0,413.0,962.0,jharkhand,hazaribagh,97.0,103,45,0.0,45.0,77,54,23,39,70,0,69,0,1748406.0,1.Hindus,2.Muslims,3.Others,147.0
2006.0,2098359,1084417,1013942,26.8,935.0,44.95,58.91,29.88,793658,444921,348737,1304701,1740948,242980,63100,2465.0,2465.0,410.0,1474.0,jharkhand,palamu,90.0,47,32,0.0,32.0,28,10,18,19,0,7,32,0,1973266.0,1.Hindus,2.Muslims,3.Others,349.0
2006.0,2785064,1436976,1348088,25.72,938.0,64.57,76.56,51.72,1076904,750962,325942,1708160,1399301,767672,348774,2052.0,2052.0,331.0,1343.0,jharkhand,ranchi,253.0,60,79,0.0,79.0,94,40,54,14,36,2,40,4,1807243.0,1.Hindus,2.Others,3.Muslims,377.0
2006.0,4214505,2150090,2064415,17.4,960.0,64.21,75.7,52.32,1877774,1537645,340129,2336731,3565153,440836,169466,1255.0,1254.0,1247.0,1240.0,karnataka,belgaum,98.0,91,22,0.0,22.0,35,23,12,13,107,2,152,0,3201814.0,1.Hindus,2.Muslims,3.Christians,740.0
2006.0,2027140,1029714,997426,22.3,969.0,57.4,69.2,45.28,920821,801369,119452,1106319,1739522,257806,13226,524.0,523.0,524.0,381.0,karnataka,bellary,56.0,44,15,0.0,15.0,23,22,1,13,59,0,70,0,1320290.0,1.Hindus,2.Muslims,3.Christians,260.0
2006.0,1502373,771022,731351,19.56,949.0,60.94,72.46,48.81,557603,424985,132618,944770,1020174,295762,122083,599.0,596.0,596.0,591.0,karnataka,bidar,38.0,53,8,0.0,8.0,20,13,7,10,82,2,69,0,1157498.0,1.Hindus,2.Muslims,3.Buddhists,293.0
